Building/Room       Class Times              Professor Names               
HCK-112             8:30 AM - 9:50 AM        ROBBINS, TALIA                
HSB-206             12:10 PM - 1:30 PM       ROBBINS, TALIA                
BSC-175             8:30 AM - 9:50 AM        ROBBINS, TALIA                
BRR-5085            10:20 AM - 11:40 AM      ROBBINS, TALIA                
BSC-175             8:30 AM - 9:50 AM        ROBBINS, TALIA                
HCK-127             10:20 AM - 11:40 AM      ROBBINS, TALIA                
HCK-122             3:50 PM - 5:10 PM        ROBBINS, TALIA                
BSC-175             5:40 PM - 7:00 PM        ROBBINS, TALIA                
GTW-444             12:10 PM - 1:30 PM       ROBBINS, TALIA                
HCK-213             10:20 AM - 11:40 AM      ROBBINS, TALIA                
BSC-175             2:00 PM - 3:20 PM        ROBBINS, TALIA                
MI-100              8:30 AM - 9:50 AM        ROBBINS, TALIA                
BSC-175             12:10 PM - 1:30 PM       ROBBINS, TALIA                
FH-B4               5:40 PM - 7:00 PM        ROBBINS, TALIA                
BE-219              7:30 PM - 8:50 PM        ROBBINS, TALIA                
FH-A5               12:10 PM - 1:30 PM       FREEMAN, JOSEPH               
TIL-207             10:20 AM - 11:40 AM      DAVIS, TRACY                  
BE-201              2:00 PM - 3:20 PM        ESQUILIN-LEBRON               
HCK-218             3:50 PM - 5:10 PM        JOHNSON-MARCUS                
BE-219              3:50 PM - 5:10 PM        KREUZIGER                     
BE-201              2:00 PM - 3:20 PM        COLEMAN                       
BE-250              12:10 PM - 1:30 PM       NESTER-WATT                   
FH-A6               12:10 PM - 1:30 PM       ORTIZ, VANESSA                
CA-A1               5:40 PM - 7:00 PM        ANDERSON, ERICA               
HCK-204             10:20 AM - 11:40 AM      MORALES                       
SEC-220             3:50 PM - 5:10 PM        RODRIGUEZ                     
HH-A5               12:10 PM - 1:30 PM       JUBILEE, ZENA                 
MU-301              3:50 PM - 5:10 PM                                      
AB-1180             3:50 PM - 5:10 PM                                      
HH-A7               10:20 AM - 11:40 AM                                    
HCK-126             12:10 PM - 1:30 PM       PLAZAS, RANIA                 
TIL-253             12:10 PM - 1:30 PM       ST. GEORGE                    
TIL-251             2:00 PM - 3:20 PM        CAULFIELD                     
FH-A6               10:20 AM - 11:40 AM      RATZAN, AARON                 
AB-2125             2:00 PM - 3:20 PM                                      
HC-E128             10:20 AM - 11:40 AM                                    
HC-E128             3:50 PM - 5:10 PM        BAIER, LYN                    
AB-2125             2:00 PM - 3:20 PM        LARANJEIRO, JOE               
HC-N106             10:20 AM - 11:40 AM      SILVERMAN                     
HC-N106             3:50 PM - 5:10 PM        VON LIEBTAG                   
AB-2125             3:50 PM - 5:10 PM        KOCZAN, ILDIKO                
SC-216              10:20 AM - 11:40 AM      WYRTZEN, DAVID                
SC-216              10:20 AM - 11:40 AM      KOHLER, STACEY                
AB-2125             5:40 PM - 7:00 PM        SEWELL, ROBERT                
HC-S124             5:40 PM - 7:00 PM        RYDEL, ANDREA                 
HC-S124             7:30 PM - 8:50 PM        JUBILEE, ZENA                 
AB-2125             7:30 PM - 8:50 PM        ST. GEORGE                    
SC-216              12:10 PM - 1:30 PM       HAVILAND                      
SC-216              10:20 AM - 11:40 AM      SILVERMAN                     
AB-2125             12:10 PM - 1:30 PM       LUTKEN, CAROLYN               
HC-E128             12:10 PM - 1:30 PM                                     
HC-E128             7:30 PM - 8:50 PM        BAIER, LYN                    
AB-2125             7:30 PM - 8:50 PM        DELK, GERALD                  
HC-N106             12:10 PM - 1:30 PM       KITTO, KRYSTYN                
HC-N106             7:30 PM - 8:50 PM        GINESE, ROBYN                 
AB-2125             3:50 PM - 5:10 PM        CAULFIELD                     
HC-S120             3:50 PM - 5:10 PM        LARANJEIRO, JOE               
HC-S120             7:30 PM - 8:50 PM        SILVERMAN                     
AB-2125             3:50 PM - 5:10 PM        VON LIEBTAG                   
HC-E128             3:50 PM - 5:10 PM        KOCZAN, ILDIKO                
HC-E128             7:30 PM - 8:50 PM        WYRTZEN, DAVID                
AB-2125             3:50 PM - 5:10 PM        KOHLER, STACEY                
AB-2250             3:50 PM - 5:10 PM        SEWELL, ROBERT                
AB-2250             7:30 PM - 8:50 PM        RYDEL, ANDREA                 
AB-2125             3:50 PM - 5:10 PM        JUBILEE, ZENA                 
AB-2200             3:50 PM - 5:10 PM        ST. GEORGE                    
AB-2200             7:30 PM - 8:50 PM        HAVILAND                      
AB-2125             3:50 PM - 5:10 PM        SILVERMAN                     
HC-N106             3:50 PM - 5:10 PM        LUTKEN, CAROLYN               
HC-N106             7:30 PM - 8:50 PM                                      
AB-2125             3:50 PM - 5:10 PM        BAIER, LYN                    
MU-114              3:50 PM - 5:10 PM        DELK, GERALD                  
MU-114              7:30 PM - 8:50 PM        KITTO, KRYSTYN                
AB-2125             3:50 PM - 5:10 PM        GINESE, ROBYN                 
HC-E128             3:50 PM - 5:10 PM        CAULFIELD                     
HC-E128             7:30 PM - 8:50 PM                                      
AB-2125             3:50 PM - 5:10 PM                                      
HC-N106             3:50 PM - 5:10 PM                                      
HC-N106             7:30 PM - 8:50 PM                                      
AB-2125             8:30 AM - 9:50 AM                                      
HC-S120             8:30 AM - 9:50 AM                                      
HC-S120             7:30 PM - 8:50 PM                                      
LSH-A326            8:30 AM - 9:50 AM                                      
LSH-A232            8:30 AM - 9:50 AM                                      
GTW-735             7:30 PM - 8:50 PM                                      
AB-1150             8:30 AM - 9:50 AM                                      
AB-1150             8:30 AM - 9:50 AM                                      
AB-1150             7:30 PM - 8:50 PM                                      
AB-1150             8:30 AM - 9:50 AM                                      
LSH-A215            8:30 AM - 9:50 AM                                      
MI-010              7:30 PM - 8:50 PM                                      
LSH-A215            5:40 PM - 7:00 PM                                      
MI-010              5:40 PM - 7:00 PM                                      
SEC-220             7:30 PM - 8:50 PM                                      
SEC-220             5:40 PM - 7:00 PM                                      
ARC-110             5:40 PM - 7:00 PM                                      
ARC-110             7:30 PM - 8:50 PM                                      
ARC-108             5:40 PM - 7:00 PM                                      
ARC-108             5:40 PM - 7:00 PM                                      
SC-115              7:30 PM - 8:50 PM                                      
SC-206              5:40 PM - 7:00 PM                                      
TIL-252             5:40 PM - 7:00 PM                                      
TIL-252             10:35 AM - 11:30 AM                                    
AB-3200             1:00 PM - 3:00 PM                                      
LSH-A139            10:35 AM - 11:30 AM                                    
LSH-A139            1:00 PM - 3:00 PM                                      
AB-1100             10:20 AM - 11:40 AM                                    
SC-115              3:50 PM - 5:10 PM                                      
SC-206              8:30 AM - 9:50 AM                                      
TIL-252             2:00 PM - 3:20 PM                                      
TIL-252             5:40 PM - 7:00 PM                                      
AB-3200             5:40 PM - 7:00 PM                                      
LSH-A139            12:10 PM - 1:30 PM                                     
LSH-A139            3:50 PM - 5:10 PM                                      
AB-1100             4:00 PM - 8:00 PM                                      
AB-2150             8:00 AM - 5:00 PM                                      
AB-2150             4:00 PM - 8:00 PM                                      
FH-A4               8:00 AM - 5:00 PM                                      
MU-213              4:00 PM - 8:00 PM                                      
MU-210              8:00 AM - 5:00 PM                                      
MU-213              3:50 PM - 5:10 PM                                      
SC-204              5:40 PM - 8:40 PM                                      
FH-A4               2:00 PM - 3:20 PM                                      
MU-210              2:00 PM - 3:20 PM                                      
AB-2150             5:40 PM - 8:40 PM                                      
FH-B1               8:30 AM - 9:50 AM                                      
SC-201              8:30 AM - 9:50 AM                                      
SC-201              5:40 PM - 8:40 PM                                      
HH-B2               3:50 PM - 5:10 PM                                      
AB-2100             5:40 PM - 8:40 PM                                      
FH-B1               2:00 PM - 3:20 PM                                      
AB-2200             2:00 PM - 3:20 PM        BLANEY, PAUL                  
ARC-206             5:40 PM - 8:40 PM        KIRSCHNER, CARL               
TIL-123             8:30 AM - 9:50 AM        DECENA, CARLOS                
TIL-257             8:30 AM - 9:50 AM        FOGLESONG                     
LSH-B105            5:40 PM - 8:40 PM        SCOTT, ROBERT                 
TIL-224             8:30 AM - 9:50 AM        COLEMAN, PIERS                
BE-201              10:20 AM - 11:40 AM      WILLIAMS                      
LSH-B105            12:10 PM - 1:30 PM       AMBAR, SALADIN                
BE-013              12:10 PM - 1:30 PM       RASHED, DOAA                  
BE-003              3:50 PM - 5:10 PM        GLISERMAN                     
CA-A3               2:00 PM - 3:20 PM        BARTELS, EMILY                
LSH-B123            10:20 AM - 11:40 AM      RENDSBURG, GARY               
BRR-5071            10:20 AM - 11:40 AM      JURECIC, ANN                  
BRR-5101            12:10 PM - 1:30 PM       MCCROSSIN                     
AB-1180             12:10 PM - 1:30 PM       OTERO-TORRES                  
CI-201              10:20 AM - 11:40 AM      KHAZANOV, PAVEL               
SC-215              12:10 PM - 1:30 PM       WAKABAYASHI                   
ARC-108             3:50 PM - 5:10 PM        SHEPHERD, HANA                
SEC-217             10:20 AM - 11:40 AM      MONTEZ, RICARDO               
BE-013              7:30 PM - 8:50 PM        QUINCY, RONALD                
ARC-205             12:10 PM - 1:30 PM       SAGARRA, NURIA                
SEC-208             10:20 AM - 11:40 AM      LEON-ROOSEVELT                
ARC-108             7:30 PM - 8:50 PM        MILLER, RICHARD               
LSH-A139            8:30 AM - 9:50 AM        SERRANO                       
TIL-224             12:10 PM - 1:30 PM       MARTIN-MARQUEZ                
LSH-B205            5:40 PM - 7:00 PM        PERRYMAN, SARA                
SEC-217             2:00 PM - 3:20 PM        MATSUDA, MATT                 
SEC-206             12:10 PM - 1:30 PM                                     
BE-013              7:30 PM - 8:50 PM                                      
BE-251              3:50 PM - 5:10 PM        KEETON, CHARLES               
TIL-123             3:50 PM - 5:10 PM                                      
RAB-109B            3:50 PM - 5:10 PM        BLANEY, PAUL                  
HCK-207             12:10 PM - 1:30 PM                                     
