Class Name                                        Building/Room       Class Times              Professor Names               
01:615:451                                        LSH-B115            1:00 PM - 5:30 PM        MARTIN, RICHARD               
PHONETICS                                         LSH-B115            3:50 PM - 5:10 PM        METAXAS                       
01:615:493                                        LSH-B115            6:00 PM - 10:30 PM       MINSKY, NAFTALY               
INDEPENDENT STUDY                                 LSH-B115            3:50 PM - 5:10 PM        MUTHUKRISHNAN                 
01:615:495                                        BE-252              1:00 PM - 5:30 PM        MARIAN, AMELIE                
SENIOR HONORS THESIS                              BE-252              8:45 AM - 9:40 AM        MICHMIZOS                     
01:615:497                                        BE-111              1:00 PM - 5:00 PM        MIRANDA GARCIA                
ADVANCED UNDERGRADUATE SEMINAR                    BE-111              8:45 AM - 9:40 AM        MA, SHIQING                   
01:617:301                                        TIL-207             1:00 PM - 5:00 PM        MENENDEZ, DAVID               
ADVANCED LANGUAGE 1                               TIL-207             8:45 AM - 9:40 AM        NATH, BADRI                   
01:640:001                                        ARC-206             1:00 PM - 5:00 PM        NGUYEN, THU                   
COMPUTATIONAL SKILLS                              ARC-206             8:45 AM - 9:40 AM        NAGARAKATTE                   
01:640:025                                        VD-211              6:00 PM - 10:00 PM       NARAYANA GANAPA               
ELEMENTARY ALGEBRA                                VD-211              8:45 AM - 9:40 AM        PAVLOVIC                      
01:640:026                                        VD-211              1:00 PM - 5:00 PM        STONE, MATTHEW                
INTERMEDIATE ALGEBRA                              VD-211              8:45 AM - 9:40 AM        SZEGEDY, MARIO                
01:640:103                                        SC-123              6:00 PM - 10:00 PM       SAYAD, SAED                   
TOPICS IN MATHEMATICS FOR THE LIBERAL ARTS        SC-123              8:45 AM - 9:40 AM        STRATOS, KARL                 
01:640:104                                        FH-B2               6:00 PM - 10:00 PM       WANG, HAO                     
INTRODUCTION TO PROBABILITY                       FH-B2               8:45 AM - 9:40 AM        YU, JINGJIN                   
01:640:106                                        HH-A3               1:00 PM - 5:00 PM        ZHANG, ZHENG                  
MATHEMATICS OF MONEY                              HH-A3               8:45 AM - 9:40 AM        ZHANG, DESHENG                
01:640:107                                        HH-B2               1:00 PM - 5:00 PM        ZHANG, YONGFENG               
NUMBER AND OPERATION FOR K-8 TEACHING             HH-B2               8:45 AM - 9:40 AM        ZHAI, JUAN                    
01:640:109                                        SC-207              1:00 PM - 5:00 PM        ZHU, HE                       
GEOMETRY AND MEASUREMENT FOR MIDDLE     GRADES TEACHINGSC-207              8:45 AM - 9:40 AM        VENUGOPAL                     
01:640:111                                        SC-203              8:00 AM - 12:00 PM       O'CONNOR, SEAN                
PRECALCULUS PART I                                SC-203              8:45 AM - 9:40 AM        SOTO, LUIS                    
01:640:112                                        CI-201              1:00 PM - 5:00 PM        VAN HORNE                     
PRECALCULUS PART II                               CI-201              8:45 AM - 9:40 AM        YUZUK, JENNIFER               
01:640:115                                        SC-206              1:00 PM - 5:00 PM        PAOLILLO                      
PRECALCULUS COLLEGE MATHEMATICS                   SC-206              8:45 AM - 9:40 AM        KOHL, JAMES                   
01:640:125                                        SC-120              1:00 PM - 5:00 PM        DONNELLY, BRIAN               
METHODS OF MATHEMATICAL PROBLEM         SOLVING   SC-120              8:45 AM - 9:40 AM        PAOLILLO                      
01:640:135                                        MU-114              1:00 PM - 5:00 PM        CHUKWUEDO                     
CALCULUS I FOR THE LIFE AND SOCIAL      SCIENCES  SC-102              8:45 AM - 9:40 AM        SOTO, LUIS                    
01:640:151                                        SC-102              6:00 PM - 10:00 PM       MILLER, LISA                  
CALCULUS I FOR MATHEMATICAL AND PHYSICALSCIENCES  SC-219              8:45 AM - 9:40 AM        KOHL, JAMES                   
01:640:152                                        SC-219              8:00 AM - 12:00 PM       VAN HORNE                     
CALCULUS II FOR MATHEMATICAL AND PHYSICAL SCIENCESHH-A5               8:45 AM - 9:40 AM        NETTL, PHILIP                 
01:640:157                                        HH-A5               8:00 AM - 12:00 PM       ERAKAT, NOURA                 
CALC I MAT/PHY PRAC                               CI-203              8:45 AM - 9:40 AM        JONES, JAMES                  
01:640:158                                        CI-203              8:00 AM - 12:00 PM       DESIRE, MARK                  
CALC II MAT/PHY PRAC                              SC-220              8:45 AM - 9:40 AM        DESIRE, MARK                  
01:640:244                                        SC-220              8:00 AM - 12:00 PM       CHUKWUEDO                     
DIFFERENTIAL EQUATIONS FOR ENGINEERING  AND PHYSICSAB-4052             8:45 AM - 9:40 AM        WELCH, MICHAEL                
01:640:250                                        AB-4052             8:00 AM - 12:00 PM       WINSTEAD                      
INTRO LINEAR ALGEBRA                              SC-221              8:45 AM - 9:40 AM                                      
01:640:251                                        SC-221              8:00 AM - 12:00 PM       WELCH, MICHAEL                
MULTIVARIABLE CALCULUS                            CA-A3               2:00 PM - 3:20 PM        YUZUK, JENNIFER               
01:640:252                                        CA-A3               2:00 PM - 3:20 PM        CELIKSU, SINAN                
ELEMENTARY DIFFERENTIAL EQUATIONS                 FH-A4               12:25 PM - 1:20 PM       ERAKAT, NOURA                 
01:640:285                                        FH-A4               2:00 PM - 3:20 PM                                      
INTRODUCTION TO INTEREST THEORY FOR ACTUARIAL SCIENCESC-214              2:00 PM - 3:20 PM        ELGAWLY                       
